index,comment
15,"Feminist deserve to be miserable. What kind of man would want to live with a feminist? Silly me , of course,  a cuck."
16,"Feminist deserve to be miserable. What kind of man would want to live with a feminist? Silly me , of course,  a cuck."
17,"Feminist deserve to be miserable. What kind of man would want to live with a feminist? Silly me , of course,  a cuck."
18,"Feminist deserve to be miserable. What kind of man would want to live with a feminist? Silly me , of course,  a cuck."
19,"Feminist deserve to be miserable. What kind of man would want to live with a feminist? Silly me , of course,  a cuck."
20,"Feminist deserve to be miserable. What kind of man would want to live with a feminist? Silly me , of course,  a cuck."
21,"Feminist deserve to be miserable. What kind of man would want to live with a feminist? Silly me , of course,  a cuck."
22,"Feminist deserve to be miserable. What kind of man would want to live with a feminist? Silly me , of course,  a cuck."
23,"Feminist deserve to be miserable. What kind of man would want to live with a feminist? Silly me , of course,  a cuck."
24,"Feminist deserve to be miserable. What kind of man would want to live with a feminist? Silly me , of course,  a cuck."
25,"Feminist deserve to be miserable. What kind of man would want to live with a feminist? Silly me , of course,  a cuck."
26,"Feminist deserve to be miserable. What kind of man would want to live with a feminist? Silly me , of course,  a cuck."
27,"Feminist deserve to be miserable. What kind of man would want to live with a feminist? Silly me , of course,  a cuck."
28,"Feminist deserve to be miserable. What kind of man would want to live with a feminist? Silly me , of course,  a cuck."
29,"Feminist deserve to be miserable. What kind of man would want to live with a feminist? Silly me , of course,  a cuck."
0,Feminism is a very terrible disease 
1,Feminism is a very terrible disease 
2,Feminism is a very terrible disease 
3,Feminism is a very terrible disease 
4,Feminism is a very terrible disease 
5,Feminism is a very terrible disease 
6,Feminism is a very terrible disease 
7,Feminism is a very terrible disease 
8,Feminism is a very terrible disease 
9,Feminism is a very terrible disease 
10,Feminism is a very terrible disease 
11,Feminism is a very terrible disease 
12,Feminism is a very terrible disease 
13,Feminism is a very terrible disease 
14,Feminism is a very terrible disease 
15,Feminism is a very terrible disease 
16,Feminism is a very terrible disease 
17,Feminism is a very terrible disease 
18,Feminism is a very terrible disease 
19,Feminism is a very terrible disease 
20,Feminism is a very terrible disease 
21,Feminism is a very terrible disease 
22,Feminism is a very terrible disease 
23,Feminism is a very terrible disease 
24,Feminism is a very terrible disease 
25,Feminism is a very terrible disease 
26,Feminism is a very terrible disease 
27,Feminism is a very terrible disease 
28,Feminism is a very terrible disease 
29,Feminism is a very terrible disease 
0,fat bitch....she need that black cucumber up her tight u know what....lmfaooo
1,fat bitch....she need that black cucumber up her tight u know what....lmfaooo
2,fat bitch....she need that black cucumber up her tight u know what....lmfaooo
3,fat bitch....she need that black cucumber up her tight u know what....lmfaooo
4,fat bitch....she need that black cucumber up her tight u know what....lmfaooo
5,fat bitch....she need that black cucumber up her tight u know what....lmfaooo
6,fat bitch....she need that black cucumber up her tight u know what....lmfaooo
7,fat bitch....she need that black cucumber up her tight u know what....lmfaooo
8,fat bitch....she need that black cucumber up her tight u know what....lmfaooo
9,fat bitch....she need that black cucumber up her tight u know what....lmfaooo
10,fat bitch....she need that black cucumber up her tight u know what....lmfaooo
11,fat bitch....she need that black cucumber up her tight u know what....lmfaooo
12,fat bitch....she need that black cucumber up her tight u know what....lmfaooo
13,fat bitch....she need that black cucumber up her tight u know what....lmfaooo
14,fat bitch....she need that black cucumber up her tight u know what....lmfaooo
15,fat bitch....she need that black cucumber up her tight u know what....lmfaooo
16,fat bitch....she need that black cucumber up her tight u know what....lmfaooo
17,fat bitch....she need that black cucumber up her tight u know what....lmfaooo
18,fat bitch....she need that black cucumber up her tight u know what....lmfaooo
19,fat bitch....she need that black cucumber up her tight u know what....lmfaooo
20,fat bitch....she need that black cucumber up her tight u know what....lmfaooo
21,fat bitch....she need that black cucumber up her tight u know what....lmfaooo
22,fat bitch....she need that black cucumber up her tight u know what....lmfaooo
23,fat bitch....she need that black cucumber up her tight u know what....lmfaooo
24,fat bitch....she need that black cucumber up her tight u know what....lmfaooo
25,fat bitch....she need that black cucumber up her tight u know what....lmfaooo
26,fat bitch....she need that black cucumber up her tight u know what....lmfaooo
27,fat bitch....she need that black cucumber up her tight u know what....lmfaooo
28,fat bitch....she need that black cucumber up her tight u know what....lmfaooo
29,fat bitch....she need that black cucumber up her tight u know what....lmfaooo
0,Don't hit Women. Just fuck them and make them pregnant.
1,Don't hit Women. Just fuck them and make them pregnant.
2,Don't hit Women. Just fuck them and make them pregnant.
3,Don't hit Women. Just fuck them and make them pregnant.
4,Don't hit Women. Just fuck them and make them pregnant.
5,Don't hit Women. Just fuck them and make them pregnant.
6,Don't hit Women. Just fuck them and make them pregnant.
7,Don't hit Women. Just fuck them and make them pregnant.
8,Don't hit Women. Just fuck them and make them pregnant.
9,Don't hit Women. Just fuck them and make them pregnant.
10,Don't hit Women. Just fuck them and make them pregnant.
11,Don't hit Women. Just fuck them and make them pregnant.
12,Don't hit Women. Just fuck them and make them pregnant.
13,Don't hit Women. Just fuck them and make them pregnant.
14,Don't hit Women. Just fuck them and make them pregnant.
15,Don't hit Women. Just fuck them and make them pregnant.
16,Don't hit Women. Just fuck them and make them pregnant.
17,Don't hit Women. Just fuck them and make them pregnant.
18,Don't hit Women. Just fuck them and make them pregnant.
19,Don't hit Women. Just fuck them and make them pregnant.
20,Don't hit Women. Just fuck them and make them pregnant.
21,Don't hit Women. Just fuck them and make them pregnant.
22,Don't hit Women. Just fuck them and make them pregnant.
23,Don't hit Women. Just fuck them and make them pregnant.
24,Don't hit Women. Just fuck them and make them pregnant.
25,Don't hit Women. Just fuck them and make them pregnant.
26,Don't hit Women. Just fuck them and make them pregnant.
27,Don't hit Women. Just fuck them and make them pregnant.
28,Don't hit Women. Just fuck them and make them pregnant.
29,Don't hit Women. Just fuck them and make them pregnant.
0,"But women aren't people, so it's fine!"
1,"But women aren't people, so it's fine!"
2,"But women aren't people, so it's fine!"
3,"But women aren't people, so it's fine!"
4,"But women aren't people, so it's fine!"
5,"But women aren't people, so it's fine!"
6,"But women aren't people, so it's fine!"
7,"But women aren't people, so it's fine!"
8,"But women aren't people, so it's fine!"
9,"But women aren't people, so it's fine!"
10,"But women aren't people, so it's fine!"
11,"But women aren't people, so it's fine!"
12,"But women aren't people, so it's fine!"
13,"But women aren't people, so it's fine!"
14,"But women aren't people, so it's fine!"
15,"But women aren't people, so it's fine!"
16,"But women aren't people, so it's fine!"
17,"But women aren't people, so it's fine!"
18,"But women aren't people, so it's fine!"
19,"But women aren't people, so it's fine!"
20,"But women aren't people, so it's fine!"
21,"But women aren't people, so it's fine!"
22,"But women aren't people, so it's fine!"
23,"But women aren't people, so it's fine!"
24,"But women aren't people, so it's fine!"
25,"But women aren't people, so it's fine!"
26,"But women aren't people, so it's fine!"
27,"But women aren't people, so it's fine!"
28,"But women aren't people, so it's fine!"
29,"But women aren't people, so it's fine!"
0,"Black people are the most racist people I ever met. Iâm not even white, and I know this. Most blacks are racists!"
1,"Black people are the most racist people I ever met. Iâm not even white, and I know this. Most blacks are racists!"
2,"Black people are the most racist people I ever met. Iâm not even white, and I know this. Most blacks are racists!"
3,"Black people are the most racist people I ever met. Iâm not even white, and I know this. Most blacks are racists!"
4,"Black people are the most racist people I ever met. Iâm not even white, and I know this. Most blacks are racists!"
5,"Black people are the most racist people I ever met. Iâm not even white, and I know this. Most blacks are racists!"
6,"Black people are the most racist people I ever met. Iâm not even white, and I know this. Most blacks are racists!"
7,"Black people are the most racist people I ever met. Iâm not even white, and I know this. Most blacks are racists!"
8,"Black people are the most racist people I ever met. Iâm not even white, and I know this. Most blacks are racists!"
9,"Black people are the most racist people I ever met. Iâm not even white, and I know this. Most blacks are racists!"
10,"Black people are the most racist people I ever met. Iâm not even white, and I know this. Most blacks are racists!"
11,"Black people are the most racist people I ever met. Iâm not even white, and I know this. Most blacks are racists!"
12,"Black people are the most racist people I ever met. Iâm not even white, and I know this. Most blacks are racists!"
13,"Black people are the most racist people I ever met. Iâm not even white, and I know this. Most blacks are racists!"
14,"Black people are the most racist people I ever met. Iâm not even white, and I know this. Most blacks are racists!"
15,"Black people are the most racist people I ever met. Iâm not even white, and I know this. Most blacks are racists!"
16,"Black people are the most racist people I ever met. Iâm not even white, and I know this. Most blacks are racists!"
17,"Black people are the most racist people I ever met. Iâm not even white, and I know this. Most blacks are racists!"
18,"Black people are the most racist people I ever met. Iâm not even white, and I know this. Most blacks are racists!"
19,"Black people are the most racist people I ever met. Iâm not even white, and I know this. Most blacks are racists!"
20,"Black people are the most racist people I ever met. Iâm not even white, and I know this. Most blacks are racists!"
21,"Black people are the most racist people I ever met. Iâm not even white, and I know this. Most blacks are racists!"
22,"Black people are the most racist people I ever met. Iâm not even white, and I know this. Most blacks are racists!"
23,"Black people are the most racist people I ever met. Iâm not even white, and I know this. Most blacks are racists!"
24,"Black people are the most racist people I ever met. Iâm not even white, and I know this. Most blacks are racists!"
25,"Black people are the most racist people I ever met. Iâm not even white, and I know this. Most blacks are racists!"
26,"Black people are the most racist people I ever met. Iâm not even white, and I know this. Most blacks are racists!"
27,"Black people are the most racist people I ever met. Iâm not even white, and I know this. Most blacks are racists!"
28,"Black people are the most racist people I ever met. Iâm not even white, and I know this. Most blacks are racists!"
29,"Black people are the most racist people I ever met. Iâm not even white, and I know this. Most blacks are racists!"
0,Anyone who listens to rap and is white is not part of the ethnostate and will be put to death.
1,Anyone who listens to rap and is white is not part of the ethnostate and will be put to death.
2,Anyone who listens to rap and is white is not part of the ethnostate and will be put to death.
3,Anyone who listens to rap and is white is not part of the ethnostate and will be put to death.
4,Anyone who listens to rap and is white is not part of the ethnostate and will be put to death.
5,Anyone who listens to rap and is white is not part of the ethnostate and will be put to death.
6,Anyone who listens to rap and is white is not part of the ethnostate and will be put to death.
7,Anyone who listens to rap and is white is not part of the ethnostate and will be put to death.
8,Anyone who listens to rap and is white is not part of the ethnostate and will be put to death.
9,Anyone who listens to rap and is white is not part of the ethnostate and will be put to death.
10,Anyone who listens to rap and is white is not part of the ethnostate and will be put to death.
11,Anyone who listens to rap and is white is not part of the ethnostate and will be put to death.
12,Anyone who listens to rap and is white is not part of the ethnostate and will be put to death.
13,Anyone who listens to rap and is white is not part of the ethnostate and will be put to death.
14,Anyone who listens to rap and is white is not part of the ethnostate and will be put to death.
15,Anyone who listens to rap and is white is not part of the ethnostate and will be put to death.
16,Anyone who listens to rap and is white is not part of the ethnostate and will be put to death.
17,Anyone who listens to rap and is white is not part of the ethnostate and will be put to death.
18,Anyone who listens to rap and is white is not part of the ethnostate and will be put to death.
19,Anyone who listens to rap and is white is not part of the ethnostate and will be put to death.
20,Anyone who listens to rap and is white is not part of the ethnostate and will be put to death.
21,Anyone who listens to rap and is white is not part of the ethnostate and will be put to death.
22,Anyone who listens to rap and is white is not part of the ethnostate and will be put to death.
23,Anyone who listens to rap and is white is not part of the ethnostate and will be put to death.
24,Anyone who listens to rap and is white is not part of the ethnostate and will be put to death.
25,Anyone who listens to rap and is white is not part of the ethnostate and will be put to death.
26,Anyone who listens to rap and is white is not part of the ethnostate and will be put to death.
27,Anyone who listens to rap and is white is not part of the ethnostate and will be put to death.
28,Anyone who listens to rap and is white is not part of the ethnostate and will be put to death.
29,Anyone who listens to rap and is white is not part of the ethnostate and will be put to death.
0,stopping illegal immigration should have been done 30years ago before it turned my beloved los angeles turn into a filthy mexican border town complete with latino gangs millions of undocumented uneducated and povertystricken aliens with absolutely nothing to add to our quality of life but a strong back and a proclivity for having dozens of babies all of which become legal us citizens due to our insane laws and forcing california teachers to have to teach them in their own native language and for no additional increase in their already low wages add to that the free health care and welfare that hundreds of thousands of them are enjoying at american taxpayers expense and you have the blueprint for disaster that is why i left california for good and voted for trump for good every time i see mexican graffiti all over the once pristine neighborhoods of los angeles i want to help build the wall myself but i fear its far too late for that there are now 20 million illegals in america and soon it will become the united states of mexiconow im seeing the exact same thing happen all over western europe from england to france to germany and i will unfortunately live to see the exact same thing happen to them the complete and utter destruction of what were once countries with their own borders their own culture and their own identities all sacrificed on the altar of uncontrolled globalism purposely created turmoil and economic disaster
1,stopping illegal immigration should have been done 30years ago before it turned my beloved los angeles turn into a filthy mexican border town complete with latino gangs millions of undocumented uneducated and povertystricken aliens with absolutely nothing to add to our quality of life but a strong back and a proclivity for having dozens of babies all of which become legal us citizens due to our insane laws and forcing california teachers to have to teach them in their own native language and for no additional increase in their already low wages add to that the free health care and welfare that hundreds of thousands of them are enjoying at american taxpayers expense and you have the blueprint for disaster that is why i left california for good and voted for trump for good every time i see mexican graffiti all over the once pristine neighborhoods of los angeles i want to help build the wall myself but i fear its far too late for that there are now 20 million illegals in america and soon it will become the united states of mexiconow im seeing the exact same thing happen all over western europe from england to france to germany and i will unfortunately live to see the exact same thing happen to them the complete and utter destruction of what were once countries with their own borders their own culture and their own identities all sacrificed on the altar of uncontrolled globalism purposely created turmoil and economic disaster
2,stopping illegal immigration should have been done 30years ago before it turned my beloved los angeles turn into a filthy mexican border town complete with latino gangs millions of undocumented uneducated and povertystricken aliens with absolutely nothing to add to our quality of life but a strong back and a proclivity for having dozens of babies all of which become legal us citizens due to our insane laws and forcing california teachers to have to teach them in their own native language and for no additional increase in their already low wages add to that the free health care and welfare that hundreds of thousands of them are enjoying at american taxpayers expense and you have the blueprint for disaster that is why i left california for good and voted for trump for good every time i see mexican graffiti all over the once pristine neighborhoods of los angeles i want to help build the wall myself but i fear its far too late for that there are now 20 million illegals in america and soon it will become the united states of mexiconow im seeing the exact same thing happen all over western europe from england to france to germany and i will unfortunately live to see the exact same thing happen to them the complete and utter destruction of what were once countries with their own borders their own culture and their own identities all sacrificed on the altar of uncontrolled globalism purposely created turmoil and economic disaster
3,stopping illegal immigration should have been done 30years ago before it turned my beloved los angeles turn into a filthy mexican border town complete with latino gangs millions of undocumented uneducated and povertystricken aliens with absolutely nothing to add to our quality of life but a strong back and a proclivity for having dozens of babies all of which become legal us citizens due to our insane laws and forcing california teachers to have to teach them in their own native language and for no additional increase in their already low wages add to that the free health care and welfare that hundreds of thousands of them are enjoying at american taxpayers expense and you have the blueprint for disaster that is why i left california for good and voted for trump for good every time i see mexican graffiti all over the once pristine neighborhoods of los angeles i want to help build the wall myself but i fear its far too late for that there are now 20 million illegals in america and soon it will become the united states of mexiconow im seeing the exact same thing happen all over western europe from england to france to germany and i will unfortunately live to see the exact same thing happen to them the complete and utter destruction of what were once countries with their own borders their own culture and their own identities all sacrificed on the altar of uncontrolled globalism purposely created turmoil and economic disaster
4,stopping illegal immigration should have been done 30years ago before it turned my beloved los angeles turn into a filthy mexican border town complete with latino gangs millions of undocumented uneducated and povertystricken aliens with absolutely nothing to add to our quality of life but a strong back and a proclivity for having dozens of babies all of which become legal us citizens due to our insane laws and forcing california teachers to have to teach them in their own native language and for no additional increase in their already low wages add to that the free health care and welfare that hundreds of thousands of them are enjoying at american taxpayers expense and you have the blueprint for disaster that is why i left california for good and voted for trump for good every time i see mexican graffiti all over the once pristine neighborhoods of los angeles i want to help build the wall myself but i fear its far too late for that there are now 20 million illegals in america and soon it will become the united states of mexiconow im seeing the exact same thing happen all over western europe from england to france to germany and i will unfortunately live to see the exact same thing happen to them the complete and utter destruction of what were once countries with their own borders their own culture and their own identities all sacrificed on the altar of uncontrolled globalism purposely created turmoil and economic disaster
5,stopping illegal immigration should have been done 30years ago before it turned my beloved los angeles turn into a filthy mexican border town complete with latino gangs millions of undocumented uneducated and povertystricken aliens with absolutely nothing to add to our quality of life but a strong back and a proclivity for having dozens of babies all of which become legal us citizens due to our insane laws and forcing california teachers to have to teach them in their own native language and for no additional increase in their already low wages add to that the free health care and welfare that hundreds of thousands of them are enjoying at american taxpayers expense and you have the blueprint for disaster that is why i left california for good and voted for trump for good every time i see mexican graffiti all over the once pristine neighborhoods of los angeles i want to help build the wall myself but i fear its far too late for that there are now 20 million illegals in america and soon it will become the united states of mexiconow im seeing the exact same thing happen all over western europe from england to france to germany and i will unfortunately live to see the exact same thing happen to them the complete and utter destruction of what were once countries with their own borders their own culture and their own identities all sacrificed on the altar of uncontrolled globalism purposely created turmoil and economic disaster
6,stopping illegal immigration should have been done 30years ago before it turned my beloved los angeles turn into a filthy mexican border town complete with latino gangs millions of undocumented uneducated and povertystricken aliens with absolutely nothing to add to our quality of life but a strong back and a proclivity for having dozens of babies all of which become legal us citizens due to our insane laws and forcing california teachers to have to teach them in their own native language and for no additional increase in their already low wages add to that the free health care and welfare that hundreds of thousands of them are enjoying at american taxpayers expense and you have the blueprint for disaster that is why i left california for good and voted for trump for good every time i see mexican graffiti all over the once pristine neighborhoods of los angeles i want to help build the wall myself but i fear its far too late for that there are now 20 million illegals in america and soon it will become the united states of mexiconow im seeing the exact same thing happen all over western europe from england to france to germany and i will unfortunately live to see the exact same thing happen to them the complete and utter destruction of what were once countries with their own borders their own culture and their own identities all sacrificed on the altar of uncontrolled globalism purposely created turmoil and economic disaster
7,stopping illegal immigration should have been done 30years ago before it turned my beloved los angeles turn into a filthy mexican border town complete with latino gangs millions of undocumented uneducated and povertystricken aliens with absolutely nothing to add to our quality of life but a strong back and a proclivity for having dozens of babies all of which become legal us citizens due to our insane laws and forcing california teachers to have to teach them in their own native language and for no additional increase in their already low wages add to that the free health care and welfare that hundreds of thousands of them are enjoying at american taxpayers expense and you have the blueprint for disaster that is why i left california for good and voted for trump for good every time i see mexican graffiti all over the once pristine neighborhoods of los angeles i want to help build the wall myself but i fear its far too late for that there are now 20 million illegals in america and soon it will become the united states of mexiconow im seeing the exact same thing happen all over western europe from england to france to germany and i will unfortunately live to see the exact same thing happen to them the complete and utter destruction of what were once countries with their own borders their own culture and their own identities all sacrificed on the altar of uncontrolled globalism purposely created turmoil and economic disaster
8,stopping illegal immigration should have been done 30years ago before it turned my beloved los angeles turn into a filthy mexican border town complete with latino gangs millions of undocumented uneducated and povertystricken aliens with absolutely nothing to add to our quality of life but a strong back and a proclivity for having dozens of babies all of which become legal us citizens due to our insane laws and forcing california teachers to have to teach them in their own native language and for no additional increase in their already low wages add to that the free health care and welfare that hundreds of thousands of them are enjoying at american taxpayers expense and you have the blueprint for disaster that is why i left california for good and voted for trump for good every time i see mexican graffiti all over the once pristine neighborhoods of los angeles i want to help build the wall myself but i fear its far too late for that there are now 20 million illegals in america and soon it will become the united states of mexiconow im seeing the exact same thing happen all over western europe from england to france to germany and i will unfortunately live to see the exact same thing happen to them the complete and utter destruction of what were once countries with their own borders their own culture and their own identities all sacrificed on the altar of uncontrolled globalism purposely created turmoil and economic disaster
9,stopping illegal immigration should have been done 30years ago before it turned my beloved los angeles turn into a filthy mexican border town complete with latino gangs millions of undocumented uneducated and povertystricken aliens with absolutely nothing to add to our quality of life but a strong back and a proclivity for having dozens of babies all of which become legal us citizens due to our insane laws and forcing california teachers to have to teach them in their own native language and for no additional increase in their already low wages add to that the free health care and welfare that hundreds of thousands of them are enjoying at american taxpayers expense and you have the blueprint for disaster that is why i left california for good and voted for trump for good every time i see mexican graffiti all over the once pristine neighborhoods of los angeles i want to help build the wall myself but i fear its far too late for that there are now 20 million illegals in america and soon it will become the united states of mexiconow im seeing the exact same thing happen all over western europe from england to france to germany and i will unfortunately live to see the exact same thing happen to them the complete and utter destruction of what were once countries with their own borders their own culture and their own identities all sacrificed on the altar of uncontrolled globalism purposely created turmoil and economic disaster
10,stopping illegal immigration should have been done 30years ago before it turned my beloved los angeles turn into a filthy mexican border town complete with latino gangs millions of undocumented uneducated and povertystricken aliens with absolutely nothing to add to our quality of life but a strong back and a proclivity for having dozens of babies all of which become legal us citizens due to our insane laws and forcing california teachers to have to teach them in their own native language and for no additional increase in their already low wages add to that the free health care and welfare that hundreds of thousands of them are enjoying at american taxpayers expense and you have the blueprint for disaster that is why i left california for good and voted for trump for good every time i see mexican graffiti all over the once pristine neighborhoods of los angeles i want to help build the wall myself but i fear its far too late for that there are now 20 million illegals in america and soon it will become the united states of mexiconow im seeing the exact same thing happen all over western europe from england to france to germany and i will unfortunately live to see the exact same thing happen to them the complete and utter destruction of what were once countries with their own borders their own culture and their own identities all sacrificed on the altar of uncontrolled globalism purposely created turmoil and economic disaster
11,stopping illegal immigration should have been done 30years ago before it turned my beloved los angeles turn into a filthy mexican border town complete with latino gangs millions of undocumented uneducated and povertystricken aliens with absolutely nothing to add to our quality of life but a strong back and a proclivity for having dozens of babies all of which become legal us citizens due to our insane laws and forcing california teachers to have to teach them in their own native language and for no additional increase in their already low wages add to that the free health care and welfare that hundreds of thousands of them are enjoying at american taxpayers expense and you have the blueprint for disaster that is why i left california for good and voted for trump for good every time i see mexican graffiti all over the once pristine neighborhoods of los angeles i want to help build the wall myself but i fear its far too late for that there are now 20 million illegals in america and soon it will become the united states of mexiconow im seeing the exact same thing happen all over western europe from england to france to germany and i will unfortunately live to see the exact same thing happen to them the complete and utter destruction of what were once countries with their own borders their own culture and their own identities all sacrificed on the altar of uncontrolled globalism purposely created turmoil and economic disaster
12,stopping illegal immigration should have been done 30years ago before it turned my beloved los angeles turn into a filthy mexican border town complete with latino gangs millions of undocumented uneducated and povertystricken aliens with absolutely nothing to add to our quality of life but a strong back and a proclivity for having dozens of babies all of which become legal us citizens due to our insane laws and forcing california teachers to have to teach them in their own native language and for no additional increase in their already low wages add to that the free health care and welfare that hundreds of thousands of them are enjoying at american taxpayers expense and you have the blueprint for disaster that is why i left california for good and voted for trump for good every time i see mexican graffiti all over the once pristine neighborhoods of los angeles i want to help build the wall myself but i fear its far too late for that there are now 20 million illegals in america and soon it will become the united states of mexiconow im seeing the exact same thing happen all over western europe from england to france to germany and i will unfortunately live to see the exact same thing happen to them the complete and utter destruction of what were once countries with their own borders their own culture and their own identities all sacrificed on the altar of uncontrolled globalism purposely created turmoil and economic disaster
13,stopping illegal immigration should have been done 30years ago before it turned my beloved los angeles turn into a filthy mexican border town complete with latino gangs millions of undocumented uneducated and povertystricken aliens with absolutely nothing to add to our quality of life but a strong back and a proclivity for having dozens of babies all of which become legal us citizens due to our insane laws and forcing california teachers to have to teach them in their own native language and for no additional increase in their already low wages add to that the free health care and welfare that hundreds of thousands of them are enjoying at american taxpayers expense and you have the blueprint for disaster that is why i left california for good and voted for trump for good every time i see mexican graffiti all over the once pristine neighborhoods of los angeles i want to help build the wall myself but i fear its far too late for that there are now 20 million illegals in america and soon it will become the united states of mexiconow im seeing the exact same thing happen all over western europe from england to france to germany and i will unfortunately live to see the exact same thing happen to them the complete and utter destruction of what were once countries with their own borders their own culture and their own identities all sacrificed on the altar of uncontrolled globalism purposely created turmoil and economic disaster
14,stopping illegal immigration should have been done 30years ago before it turned my beloved los angeles turn into a filthy mexican border town complete with latino gangs millions of undocumented uneducated and povertystricken aliens with absolutely nothing to add to our quality of life but a strong back and a proclivity for having dozens of babies all of which become legal us citizens due to our insane laws and forcing california teachers to have to teach them in their own native language and for no additional increase in their already low wages add to that the free health care and welfare that hundreds of thousands of them are enjoying at american taxpayers expense and you have the blueprint for disaster that is why i left california for good and voted for trump for good every time i see mexican graffiti all over the once pristine neighborhoods of los angeles i want to help build the wall myself but i fear its far too late for that there are now 20 million illegals in america and soon it will become the united states of mexiconow im seeing the exact same thing happen all over western europe from england to france to germany and i will unfortunately live to see the exact same thing happen to them the complete and utter destruction of what were once countries with their own borders their own culture and their own identities all sacrificed on the altar of uncontrolled globalism purposely created turmoil and economic disaster
15,stopping illegal immigration should have been done 30years ago before it turned my beloved los angeles turn into a filthy mexican border town complete with latino gangs millions of undocumented uneducated and povertystricken aliens with absolutely nothing to add to our quality of life but a strong back and a proclivity for having dozens of babies all of which become legal us citizens due to our insane laws and forcing california teachers to have to teach them in their own native language and for no additional increase in their already low wages add to that the free health care and welfare that hundreds of thousands of them are enjoying at american taxpayers expense and you have the blueprint for disaster that is why i left california for good and voted for trump for good every time i see mexican graffiti all over the once pristine neighborhoods of los angeles i want to help build the wall myself but i fear its far too late for that there are now 20 million illegals in america and soon it will become the united states of mexiconow im seeing the exact same thing happen all over western europe from england to france to germany and i will unfortunately live to see the exact same thing happen to them the complete and utter destruction of what were once countries with their own borders their own culture and their own identities all sacrificed on the altar of uncontrolled globalism purposely created turmoil and economic disaster
16,stopping illegal immigration should have been done 30years ago before it turned my beloved los angeles turn into a filthy mexican border town complete with latino gangs millions of undocumented uneducated and povertystricken aliens with absolutely nothing to add to our quality of life but a strong back and a proclivity for having dozens of babies all of which become legal us citizens due to our insane laws and forcing california teachers to have to teach them in their own native language and for no additional increase in their already low wages add to that the free health care and welfare that hundreds of thousands of them are enjoying at american taxpayers expense and you have the blueprint for disaster that is why i left california for good and voted for trump for good every time i see mexican graffiti all over the once pristine neighborhoods of los angeles i want to help build the wall myself but i fear its far too late for that there are now 20 million illegals in america and soon it will become the united states of mexiconow im seeing the exact same thing happen all over western europe from england to france to germany and i will unfortunately live to see the exact same thing happen to them the complete and utter destruction of what were once countries with their own borders their own culture and their own identities all sacrificed on the altar of uncontrolled globalism purposely created turmoil and economic disaster
17,stopping illegal immigration should have been done 30years ago before it turned my beloved los angeles turn into a filthy mexican border town complete with latino gangs millions of undocumented uneducated and povertystricken aliens with absolutely nothing to add to our quality of life but a strong back and a proclivity for having dozens of babies all of which become legal us citizens due to our insane laws and forcing california teachers to have to teach them in their own native language and for no additional increase in their already low wages add to that the free health care and welfare that hundreds of thousands of them are enjoying at american taxpayers expense and you have the blueprint for disaster that is why i left california for good and voted for trump for good every time i see mexican graffiti all over the once pristine neighborhoods of los angeles i want to help build the wall myself but i fear its far too late for that there are now 20 million illegals in america and soon it will become the united states of mexiconow im seeing the exact same thing happen all over western europe from england to france to germany and i will unfortunately live to see the exact same thing happen to them the complete and utter destruction of what were once countries with their own borders their own culture and their own identities all sacrificed on the altar of uncontrolled globalism purposely created turmoil and economic disaster
18,stopping illegal immigration should have been done 30years ago before it turned my beloved los angeles turn into a filthy mexican border town complete with latino gangs millions of undocumented uneducated and povertystricken aliens with absolutely nothing to add to our quality of life but a strong back and a proclivity for having dozens of babies all of which become legal us citizens due to our insane laws and forcing california teachers to have to teach them in their own native language and for no additional increase in their already low wages add to that the free health care and welfare that hundreds of thousands of them are enjoying at american taxpayers expense and you have the blueprint for disaster that is why i left california for good and voted for trump for good every time i see mexican graffiti all over the once pristine neighborhoods of los angeles i want to help build the wall myself but i fear its far too late for that there are now 20 million illegals in america and soon it will become the united states of mexiconow im seeing the exact same thing happen all over western europe from england to france to germany and i will unfortunately live to see the exact same thing happen to them the complete and utter destruction of what were once countries with their own borders their own culture and their own identities all sacrificed on the altar of uncontrolled globalism purposely created turmoil and economic disaster
